infraclass,cohort,order,suborder,superfamily,family,subfamily,tribe,genus,species,iBite,ID,specimen,amplification,head.w,head.h,head.l,th.w,body.l,wing.l,latitude,longitude,country
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Harpalini,Harpalus,affinis,153,Harpalus_affinis,1709,2.0,2.32,1.15,1.46,2.75,8.78,5.34,50.8603903934298,7.23682655202909,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Harpalini,Harpalus,affinis,154,Harpalus_affinis,1709,2.0,2.32,1.15,1.46,2.75,8.78,5.34,50.8603903934298,7.23682655202909,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Harpalini,Harpalus,flavescens,1687,Harpalus_flavescens,1741,2.0,2.74,2.27,3.11,3.89,12.52,7.43,50.8395602,7.1511161,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Harpalini,Harpalus,latus,885,Harpalus_latus,0907,2.0,2.79,1.38,1.6,3.97,11.79,7.01,46.381583,14.464778,Slovenia
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Harpalini,Trichotichnus,knauthi,956,Trichotichnus_knauthi,0959,20.0,1.64,0.74,0.76,2.13,6.55,4.62,46.369861,14.535972,Slovenia
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Harpalini,Trichotichnus,knauthi,2447,Trichotichnus_knauthi,0959,20.0,1.64,0.74,0.76,2.13,6.55,4.62,46.369861,14.535972,Slovenia
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Harpalini,Trichotichnus,nitens,619,Trichotichnus_nitens,0657,20.0,1.66,1.13,1.24,2.37,8.01,4.76,50.8193666930251,7.19342602959187,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Harpalini,Trichotichnus,nitens,620,Trichotichnus_nitens,0657,20.0,1.66,1.13,1.24,2.37,8.01,4.76,50.8193666930251,7.19342602959187,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Platyninae,Platynini,Agonum,sexpunctatum,628,Agonum_sexpunctatum,0672,20.0,1.75,1.23,1.78,2.72,8.49,5.05,50.8193666930251,7.19342602959187,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Platyninae,Platynini,Limodromus,assimilis,151,Limodromus_assimilis,1707,2.0,2.05,0.95,1.84,2.77,11.72,6.84,50.8603903934298,7.23682655202909,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Platyninae,Platynini,Limodromus,assimilis,528,Limodromus_assimilis,0586,2.0,1.91,0.93,1.76,2.84,10.87,6.86,50.687880943686,7.10864606947524,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Platyninae,Platynini,Limodromus,assimilis,532,Limodromus_assimilis,0588,2.0,1.86,0.95,1.33,2.55,10.69,6.27,50.687880943686,7.10864606947524,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Platyninae,Platynini,Limodromus,assimilis,1975,Limodromus_assimilis,1707,20.0,2.05,0.95,1.84,2.77,11.72,6.84,50.8603903934298,7.23682655202909,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Platyninae,Platynini,Limodromus,assimilis,2228,Limodromus_assimilis,0588,2.0,1.86,0.95,1.33,2.55,10.69,6.27,50.687880943686,7.10864606947524,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Platyninae,Platynini,Platynini,sp_AUS1,1091,Platynini_sp_AUS1,1164,2.0,1.88,1.83,1.85,1.95,10.36,6.81,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Morionini,Morion,sp_PAN1,1498,Morion_sp_PAN1,1531,2.0,4.78,2.28,6.29,5.91,22.91,13.34,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Morionini,Morion,sp_PAN1,1514,Morion_sp_PAN1,1546,2.0,3.95,2.48,5.44,4.6,18.15,10.69,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Morionini,Morion,sp_PAN1,1515,Morion_sp_PAN1,1546,2.0,3.95,2.48,5.44,4.6,18.15,10.69,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Morionini,Morion,sp_PAN1,2151,Morion_sp_PAN1,1531,2.0,4.78,2.28,6.29,5.91,22.91,13.34,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Morionini,Morion,sp_PAN1,2152,Morion_sp_PAN1,1531,2.0,4.78,2.28,6.29,5.91,22.91,13.34,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,ovalis,536,Abax_ovalis,0591,2.0,3.19,1.81,2.15,6.1,14.93,8.88,50.68206510189,7.11982550447094,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,ovalis,537,Abax_ovalis,0591,2.0,3.19,1.81,2.15,6.1,14.93,8.88,50.68206510189,7.11982550447094,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,529,Abax_parallelepipedus,0587,0.5,3.43,1.74,2.2,4.91,14.48,8.27,50.68206510189,7.11982550447094,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,530,Abax_parallelepipedus,0587,2.0,3.43,1.74,2.2,4.91,14.48,8.27,50.68206510189,7.11982550447094,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,531,Abax_parallelepipedus,0587,2.0,3.43,1.74,2.2,4.91,14.48,8.27,50.68206510189,7.11982550447094,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,533,Abax_parallelepipedus,0589,0.5,3.83,2.73,3.47,6.03,17.76,10.16,50.68206510189,7.11982550447094,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,543,Abax_parallelepipedus,0594,2.0,4.1,1.98,2.98,5.88,17.64,10.67,50.68206510189,7.11982550447094,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,544,Abax_parallelepipedus,0594,2.0,4.1,1.98,2.98,5.88,17.64,10.67,50.68206510189,7.11982550447094,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,545,Abax_parallelepipedus,0594,2.0,4.1,1.98,2.98,5.88,17.64,10.67,50.68206510189,7.11982550447094,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,546,Abax_parallelepipedus,0595,2.0,3.54,2.05,2.94,5.65,16.81,10.73,50.68206510189,7.11982550447094,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,547,Abax_parallelepipedus,0595,2.0,3.54,2.05,2.94,5.65,16.81,10.73,50.68206510189,7.11982550447094,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,552,Abax_parallelepipedus,0599,2.0,3.81,2.56,3.13,5.86,18.72,10.81,50.68206510189,7.11982550447094,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,553,Abax_parallelepipedus,0599,2.0,3.81,2.56,3.13,5.86,18.72,10.81,50.68206510189,7.11982550447094,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,697,Abax_parallelepipedus,0734,2.0,3.49,2.27,3.15,5.1,16.42,9.13,49.6533321864129,7.10028713063973,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,698,Abax_parallelepipedus,0734,2.0,3.49,2.27,3.15,5.1,16.42,9.13,49.6533321864129,7.10028713063973,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,699,Abax_parallelepipedus,0734,2.0,3.49,2.27,3.15,5.1,16.42,9.13,49.6533321864129,7.10028713063973,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,700,Abax_parallelepipedus,0734,2.0,3.49,2.27,3.15,5.1,16.42,9.13,49.6533321864129,7.10028713063973,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelepipedus,890,Abax_parallelepipedus,0911,2.0,3.13,1.68,1.75,5.28,13.88,8.33,46.381583,14.464778,Slovenia
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelus,538,Abax_parallelus,0592,2.0,2.99,1.72,1.99,4.49,14.42,8.06,50.687880943686,7.10864606947524,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Abax,parallelus,539,Abax_parallelus,0592,2.0,2.99,1.72,1.99,4.49,14.42,8.06,50.687880943686,7.10864606947524,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Notonomus,sp_AUS1,1195,Notonomus_sp_AUS1,1268,2.0,3.44,2.69,3.13,4.73,16.78,10.04,-16.584843,145.26992,Australia
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Poecilus,cupreus,550,Poecilus_cupreus,0598,2.0,2.28,1.78,2.14,3.75,12.55,7.83,50.687880943686,7.10864606947524,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Poecilus,cupreus,551,Poecilus_cupreus,0598,2.0,2.28,1.78,2.14,3.75,12.55,7.83,50.687880943686,7.10864606947524,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Poecilus,versicolor,635,Poecilus_versicolor,0679,20.0,2.09,1.41,2.04,3.61,10.44,6.93,50.8193666930251,7.19342602959187,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Poecilus,versicolor,636,Poecilus_versicolor,0679,2.0,2.09,1.41,2.04,3.61,10.44,6.93,50.8193666930251,7.19342602959187,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,burmeisteri,946,Pterostichus_burmeisteri,0950,2.0,3.03,2.09,2.48,4.75,13.59,7.73,46.389694,14.506028,Slovenia
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,burmeisteri,947,Pterostichus_burmeisteri,0950,2.0,3.03,2.09,2.48,4.75,13.59,7.73,46.389694,14.506028,Slovenia
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,burmeisteri,2431,Pterostichus_burmeisteri,0950,2.0,3.03,2.09,2.48,4.75,13.59,7.73,46.389694,14.506028,Slovenia
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,burmeisteri,2432,Pterostichus_burmeisteri,0950,2.0,3.03,2.09,2.48,4.75,13.59,7.73,46.389694,14.506028,Slovenia
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,burmeisteri,2433,Pterostichus_burmeisteri,0950,2.0,3.03,2.09,2.48,4.75,13.59,7.73,46.389694,14.506028,Slovenia
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,lineatopunctatus,955,Pterostichus_lineatopunctatus,0958,2.0,3.17,1.52,1.71,4.26,12.97,7.19,46.369861,14.535972,Slovenia
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,lineatopunctatus,957,Pterostichus_lineatopunctatus,0960,2.0,3.05,2.06,2.31,4.68,13.46,8.75,46.369861,14.535972,Slovenia
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,madidus,548,Pterostichus_madidus,0596,2.0,3.16,1.67,3.11,4.27,16.94,8.76,50.687880943686,7.10864606947524,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,madidus,549,Pterostichus_madidus,0597,2.0,2.85,1.66,2.92,3.69,13.74,7.93,50.687880943686,7.10864606947524,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,niger,717,Pterostichus_niger,0747,2.0,3.83,2.05,4.44,6.17,18.45,10.81,50.7958179549784,6.91272192575516,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,niger,718,Pterostichus_niger,0747,2.0,3.83,2.05,4.44,6.17,18.45,10.81,50.7958179549784,6.91272192575516,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,niger,720,Pterostichus_niger,0747,2.0,3.83,2.05,4.44,6.17,18.45,10.81,50.7958179549784,6.91272192575516,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,niger,794,Pterostichus_niger,0820,2.0,3.71,2.45,3.65,5.02,18.71,11.5,50.8393908437,7.15186536702612,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,niger,795,Pterostichus_niger,0820,2.0,3.71,2.45,3.65,5.02,18.71,11.5,50.8393908437,7.15186536702612,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,niger,815,Pterostichus_niger,0820,2.0,3.71,2.45,3.65,5.02,18.71,11.5,50.8393908437,7.15186536702612,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,niger,1942,Pterostichus_niger,1996,2.0,4.07,3.09,4.6,5.53,22.63,12.08,50.947128,7.147713,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,niger,1943,Pterostichus_niger,1997,2.0,3.66,2.64,4.24,5.19,18.91,11.0,50.947128,7.147713,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,niger,1944,Pterostichus_niger,1998,2.0,3.93,2.85,4.32,5.24,21.89,12.04,50.947128,7.147713,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,niger,2301,Pterostichus_niger,0747,2.0,3.83,2.05,4.44,6.17,18.45,10.81,50.7958179549784,6.91272192575516,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,niger,2317,Pterostichus_niger,0820,2.0,3.71,2.45,3.65,5.02,18.71,11.5,50.8393908437,7.15186536702612,Germany
Neoptera,Endopterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,x,x,Carabidae,sp_SLO3,937,Carabidae_sp_SLO3,0943,0.5,5.73,3.4,8.15,8.89,39.36,26.25,45.62287979817,14.8409779355199,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Callichromatini,Aromia,moschata,893,Aromia_moschata,0913,2.0,3.65,2.91,3.38,5.25,26.49,20.13,46.381694,14.468667,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Callichromatini,Aromia,moschata,894,Aromia_moschata,0913,0.5,3.65,2.91,3.38,5.25,26.49,20.13,46.381694,14.468667,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Callichromatini,Aromia,moschata,1910,Aromia_moschata,1964,2.0,3.42,2.13,3.55,4.83,27.77,18.54,50.82118,7.191328,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Callichromatini,Aromia,moschata,1912,Aromia_moschata,1964,2.0,3.42,2.13,3.55,4.83,27.77,18.54,50.82118,7.191328,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Callidiini,Callidium,aeneum,2542,Callidium_aeneum,2274,2.0,2.43,1.48,2.18,3.86,16.76,9.41,50.8231468172041,7.19218550901381,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Callidiopini,Ceresium,sp_AUS1,1352,Ceresium_sp_AUS1,1425,2.0,1.76,1.22,1.81,1.8,10.24,6.89,-28.735613,153.547826,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Cerambycini,Cerambyx,scopolii,685,Cerambyx_scopolii,0729,0.5,3.14,3.33,3.5,4.52,21.88,14.41,50.8340884554236,7.19066777856791,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Cerambycini,Cerambyx,scopolii,686,Cerambyx_scopolii,0729,0.5,3.14,3.33,3.5,4.52,21.88,14.41,50.8340884554236,7.19066777856791,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Cerambycini,Cerambyx,scopolii,687,Cerambyx_scopolii,0729,0.5,3.14,3.33,3.5,4.52,21.88,14.41,50.8340884554236,7.19066777856791,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Cerambycini,Cerambyx,scopolii,688,Cerambyx_scopolii,0729,0.5,3.14,3.33,3.5,4.52,21.88,14.41,50.8340884554236,7.19066777856791,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Cerambycini,Cerambyx,scopolii,2295,Cerambyx_scopolii,0729,0.5,3.14,3.33,3.5,4.52,21.88,14.41,50.8340884554236,7.19066777856791,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Clytini,Clytus,arietis,1706,Clytus_arietis,1755,2.0,1.78,1.79,1.18,2.33,9.99,6.51,50.8266097795288,7.18903350251948,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Clytini,Clytus,arietis,1707,Clytus_arietis,1755,20.0,1.78,1.79,1.18,2.33,9.99,6.51,50.8266097795288,7.18903350251948,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Clytini,Clytus,arietis,2539,Clytus_arietis,2270,20.0,1.82,1.95,1.32,2.14,10.57,6.59,50.829987051055,7.18071412254255,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Clytini,Clytus,arietis,2566,Clytus_arietis,2302,2.0,1.66,1.26,0.9,1.99,9.72,6.14,50.8308873906928,7.17575211059424,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Clytini,Clytus,arietis,2567,Clytus_arietis,2303,20.0,1.91,2.15,1.39,2.44,11.14,7.38,50.8308873906928,7.17575211059424,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Clytini,Clytus,arietis,2599,Clytus_arietis,2302,2.0,1.66,1.26,0.9,1.99,9.72,6.14,50.8308873906928,7.17575211059424,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Clytini,Clytus,curtisi,1115,Clytus_curtisi,1188,20.0,1.59,1.17,1.76,2.05,8.99,6.05,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Clytini,Clytus,curtisi,1174,Clytus_curtisi,1247,2.0,1.69,1.31,1.55,2.06,10.04,6.05,-15.460515,145.25377,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Clytini,Xylotrechus,antilope,2576,Xylotrechus_antilope,2311,2.0,2.56,2.86,1.52,3.67,14.62,8.93,50.8308873906928,7.17575211059424,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Compsocerini,Rosalia,alpina,900,Rosalia_alpina,0918,2.0,3.93,2.56,3.98,4.65,25.07,16.86,45.743278,14.950417,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Compsocerini,Rosalia,alpina,2418,Rosalia_alpina,0918,2.0,3.93,2.56,3.98,4.65,25.07,16.86,45.743278,14.950417,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Compsocerini,Rosalia,alpina,2419,Rosalia_alpina,0918,2.0,3.93,2.56,3.98,4.65,25.07,16.86,45.743278,14.950417,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Compsocerini,Rosalia,alpina,2420,Rosalia_alpina,0918,2.0,3.93,2.56,3.98,4.65,25.07,16.86,45.743278,14.950417,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Elaphidiini,Coptocercus,sp_AUS1,1374,Coptocercus_sp_AUS1,1447,2.0,2.07,1.28,2.11,2.07,13.97,9.32,-26.000344,153.14821,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Elaphidiini,Coptocercus,sp_AUS1,2138,Coptocercus_sp_AUS1,1447,2.0,2.07,1.28,2.11,2.07,13.97,9.32,-26.000344,153.14821,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Phoracanthini,Phoracantha,semipunctata,1338,Phoracantha_semipunctata,1411,2.0,3.45,2.06,2.79,4.93,21.3,12.9,-28.843437,151.918728,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Phoracanthini,Porithodes,pustulata,1361,Porithodes_pustulata,1434,2.0,3.28,1.83,3.32,2.95,16.06,10.99,-28.735613,153.547826,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Strongylurini,Phantissus,citatus,1357,Phantissus_citatus,1430,2.0,2.81,1.96,2.61,2.88,20.08,12.58,-28.735613,153.547826,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Strongylurini,Phantissus,citatus,2136,Phantissus_citatus,1430,2.0,2.81,1.96,2.61,2.88,20.08,12.58,-28.735613,153.547826,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Strongylurini,Strongylurus,sp_AUS1,1358,Strongylurus_sp_AUS1,1431,2.0,3.49,2.51,3.92,4.02,23.84,16.29,-28.735613,153.547826,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lamiinae,Apodasyini,Ancita,sp_AUS1,1273,Ancita_sp_AUS1,1346,2.0,2.83,3.18,1.26,2.92,10.16,7.04,-21.16991,148.499973,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lamiinae,Apodasyini,Ancita,sp_AUS2,1175,Ancita_sp_AUS2,1248,2.0,2.06,2.18,1.34,2.2,7.37,5.35,-15.460515,145.25377,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lamiinae,Apodasyini,Ancita,sp_AUS2,2337,Ancita_sp_AUS2,1248,2.0,2.06,2.18,1.34,2.2,7.37,5.35,-15.460515,145.25377,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lamiinae,Homonoeini,Notomulciber,sp_AUS1,1145,Notomulciber_sp_AUS1,1218,0.5,5.29,4.59,3.5,5.47,25.3,18.58,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lamiinae,Lamiini,Taeniotes,scalatus,1465,Taeniotes_scalatus,1508,2.0,6.08,7.05,3.93,8.36,37.11,22.96,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lamiinae,Lamiini,Taeniotes,scalatus,1466,Taeniotes_scalatus,1508,0.5,6.08,7.05,3.93,8.36,37.11,22.96,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lamiinae,Lamiini,Taeniotes,scalatus,1467,Taeniotes_scalatus,1508,0.5,6.08,7.05,3.93,8.36,37.11,22.96,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lamiinae,Lamiini,Taeniotes,sp_PAN1,1541,Taeniotes_sp_PAN1,1568,2.0,5.6,6.79,4.39,6.4,30.58,21.0,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lamiinae,Lamiini,Taeniotes,sp_PAN1,1542,Taeniotes_sp_PAN1,1568,2.0,5.6,6.79,4.39,6.4,30.58,21.0,9.15588062636396,-79.8488367662606,Panama
